date,state,death,negative,positive
2021-08,WI,0,0,0
2021-09,WI,0,0,0
2021-10,WI,0,0,0
2021-11,WI,0,0,0
2021-12,WI,0,0,0
2020-01,WI,0,0,0
2020-02,WI,0,0,0
2020-03,WI,16,17375,1585
2020-04,WI,300,52019,6467
2020-05,WI,276,180709,12512
2020-06,WI,192,289436,11098
2020-07,WI,157,342610,25272
2020-08,WI,189,290705,23634
2020-09,WI,207,250393,48555
2020-10,WI,755,403389,108747
2020-11,WI,1402,323360,173860
2020-12,WI,1748,200673,108708
2021-01,WV,686,0,35667
2021-02,WV,276,0,10854
2021-03,WV,25,0,1590
2021-04,WV,0,0,0
2021-05,WV,0,0,0
2021-06,WV,0,0,0
2021-07,WV,0,0,0
2021-08,WV,0,0,0
2021-09,WV,0,0,0
2021-10,WV,0,0,0
2021-11,WV,0,0,0
2021-12,WV,0,0,0
2020-01,WV,0,0,0
2020-02,WV,0,0,0
2020-03,WV,1,0,162
2020-04,WV,40,0,956
2020-05,WV,34,0,892
2020-06,WV,18,0,895
2020-07,WV,23,0,3737
2020-08,WV,98,0,3608
2020-09,WV,136,0,5598
2020-10,WV,107,0,8612
2020-11,WV,278,0,23382
2020-12,WV,603,0,37492
2021-01,WY,158,12929,7503
2021-02,WY,75,8369,2482
2021-03,WY,11,1438,370
2021-04,WY,0,0,0
2021-05,WY,0,0,0
2021-06,WY,0,0,0
2021-07,WY,0,0,0
2021-08,WY,0,0,0
2021-09,WY,0,0,0
2021-10,WY,0,0,0
2021-11,WY,0,0,0
2021-12,WY,0,0,0
2020-01,WY,0,0,0
2020-02,WY,0,0,0
2020-03,WY,0,1999,109
2020-04,WY,7,6903,450
2020-05,WY,9,14588,344
2020-06,WY,4,8695,584
2020-07,WY,6,18388,1239
2020-08,WY,11,21858,1116
2020-09,WY,13,22781,2106
2020-10,WY,37,22050,7350
2020-11,WY,128,24204,20007
2020-12,WY,223,18062,11104
